band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
1214,0.03684370257966616,0.5881383855024712,714,0.19234913793103448,0.8829088855779836,True,
1216,0.036904400606980275,0.5888157894736842,716,0.19288793103448276,0.8824571483420015,True,
1220,0.0370257966616085,0.5885245901639344,718,0.19342672413793102,0.8822995162809406,True,
1222,0.03708649468892261,0.5875613747954174,718,0.19342672413793102,0.8814838852352719,True,
1241,0.03766312594840668,0.5874294923448832,729,0.19639008620689655,0.8806043619248906,True,
1242,0.03769347496206373,0.5877616747181964,730,0.1966594827586207,0.8804578812623476,True,
1243,0.03772382397572079,0.587288817377313,730,0.1966594827586207,0.8800644594572408,True,
1266,0.03842185128983308,0.5868878357030016,743,0.20016163793103448,0.8797230770573025,True,
1268,0.038482549317147195,0.5875394321766562,745,0.20070043103448276,0.8797196786967526,True,
1287,0.03905918057663126,0.585081585081585,753,0.20285560344827586,0.8794289128777639,True,
1295,0.039301972685887705,0.5845559845559846,757,0.2039331896551724,0.8792420080153315,True,
1296,0.039332321699544766,0.5848765432098766,758,0.20420258620689655,0.8791186839587513,True,
1297,0.03936267071320182,0.5844255975327679,758,0.20420258620689655,0.8790000697692697,True,
1300,0.03945371775417299,0.5846153846153846,760,0.20474137931034483,0.8789398949081059,True,
1303,0.039544764795144155,0.5840368380660015,761,0.20501077586206898,0.8788311671930699,True,
1330,0.04036418816388467,0.5827067669172933,775,0.2087823275862069,0.8783107373295154,True,
1332,0.040424886191198786,0.5825825825825826,776,0.20905172413793102,0.8782191761129553,True,
1334,0.0404855842185129,0.5824587706146926,777,0.20932112068965517,0.8781125326292892,True,
1335,0.040515933232169954,0.5827715355805243,778,0.2095905172413793,0.8775611479925064,True,
1339,0.04063732928679818,0.5825242718446602,780,0.2101293103448276,0.8765763263328757,True,
1340,0.040667678300455236,0.5828358208955224,781,0.2103987068965517,0.8759216822064069,True,
1343,0.040758725341426404,0.5822784810126582,782,0.21066810344827586,0.8756043820538174,True,
1360,0.04127465857359636,0.5838235294117647,794,0.21390086206896552,0.8754557272304342,True,
1389,0.04215477996965099,0.5845932325413967,812,0.21875,0.8753746000959555,True,
1391,0.0422154779969651,0.5837526959022286,812,0.21875,0.8752602460387363,True,
1392,0.042245827010622156,0.584051724137931,813,0.21901939655172414,0.8750730591053878,True,
1393,0.04227617602427921,0.5843503230437904,814,0.2192887931034483,0.8749818063969255,True,
1395,0.04233687405159332,0.5842293906810035,815,0.2195581896551724,0.8748224660927207,True,
